shipping_id,order_id,shipping_date,estimated_delivery_date,shipping_carrier,tracking_number,shipping_cost,shipping_address,shipping_status,created_at,updated_at
16882,34514221,04/19/2023,05/14/2023,PLC,ca98f197-7105-4541-b733-067f1d746cfd,65.55,"35138 Morgan Plains Apt. 510
New Ianville, NE 03164",Delivered,2020-01-24T11:45:38,2021-11-18T02:53:32
16883,34528687,08/23/2022,08/26/2022,Group,45a66504-d9c9-4227-bbaa-a4ad141720be,97.55,"402 Brian Knoll
Kristenshire, VA 38366",Cancelled,2021-09-30T17:01:49,2022-04-27T08:39:04
16884,34523966,02/13/2023,03/04/2023,and Sons,520612b7-2779-4cf1-ac52-1defbe203a2f,44.59,"147 Richard Spurs
New Micheal, SD 47442",Cancelled,2021-07-05T01:24:47,2020-04-21T15:49:35
16885,34517702,04/29/2023,05/02/2023,Ltd,1d55c882-ff8a-4599-bfd3-e285831949b3,89.64,"USNV Bridges
FPO AE 05997",In Transit,2022-06-25T09:06:26,2020-11-14T17:30:22
16886,34530133,09/15/2022,10/13/2022,PLC,0f00da74-3862-46aa-a963-3ef7a3748405,37.84,"USNS Douglas
FPO AP 45920",Delivered,2021-03-06T06:30:25,2020-10-04T07:59:53
16887,34518649,06/20/2023,07/20/2023,Ltd,9c1cdbc6-d14c-446d-8428-86cb2d6b2382,86.4,"8140 Susan Row
Howardfurt, OR 81360",Shipped,2020-06-22T17:32:47,2021-06-20T14:07:56
16888,34523361,06/07/2023,06/17/2023,Group,e6db9322-b275-43c3-b482-2cdd08fc2fee,54.23,"24255 Johnson Ridges
Lloydmouth, MI 24995",In Transit,2023-06-02T07:46:15,2020-03-04T23:08:33
16889,34514107,08/19/2022,09/07/2022,Ltd,a384a191-ab37-4693-876e-6fc4bdc40265,32.14,"00116 Calderon Lock
New Josephport, KS 71838",In Transit,2022-03-08T15:04:23,2021-11-20T19:59:10
16890,34524021,04/08/2023,04/28/2023,LLC,306773cc-4cdb-4bd9-9997-648216fad396,65.26,"50158 Chase Overpass Suite 829
New Lisaland, MH 59960",In Transit,2021-06-17T17:23:12,2022-12-01T07:26:11
16891,34514394,04/17/2023,04/19/2023,Inc,313d6204-6cde-44df-adbc-48372b093e4e,99.67,"8965 Valdez Spring Suite 481
East Dylanbury, IN 92205",Cancelled,2023-04-21T16:34:28,2020-04-16T10:37:40
16892,34529064,11/28/2022,12/07/2022,Group,dd376251-06de-4fe5-b4ee-f86d264f1c6a,19.56,"6555 Kara Gardens
East Nancy, IL 24580",Cancelled,2022-03-11T04:12:43,2023-07-26T02:28:55
16893,34528531,05/12/2023,05/22/2023,Inc,b30720e3-010a-4d79-bb11-cabec0e19ceb,25.01,"9416 Randy Well Suite 770
Jasonchester, WI 24707",Shipped,2021-12-02T15:43:56,2022-07-03T20:55:32
16894,34513019,03/14/2023,04/06/2023,PLC,299e7481-507e-4b17-b099-d0bed32e43bf,54.83,"15738 Flynn Dale
Simonton, FL 27438",In Transit,2020-03-26T07:24:44,2021-11-25T02:18:00
16895,34522213,09/29/2022,10/04/2022,Inc,43f9bb08-73ab-433b-8047-aa5cfd7981cb,62.38,"57902 Patricia Ranch
Lake Bryan, MS 08653",Shipped,2020-06-05T11:16:20,2020-10-26T04:25:52
16896,34516344,12/07/2022,12/09/2022,PLC,4901d109-8c8a-4525-89e9-47ba26485327,34.64,"79097 Lopez Isle Suite 036
Port Sarahborough, CO 28962",In Transit,2020-06-13T04:01:46,2022-11-13T00:45:04
16897,34522667,04/19/2023,04/23/2023,LLC,90f603ba-9649-4c47-9814-0ceaff640c55,91.84,"976 Debra Bridge Apt. 041
New Cassandra, MT 46420",Cancelled,2022-11-06T03:50:03,2020-02-29T21:25:51
16898,34514766,04/11/2023,05/02/2023,Inc,36e03cbe-4c2a-441d-a7c7-7c1d1a6ac2b6,86.83,"1297 Melissa Falls Apt. 327
North Stevenbury, MA 90217",Cancelled,2021-01-22T18:44:29,2022-06-10T03:18:02
16899,34524222,10/18/2022,11/11/2022,Inc,b0d385ad-a195-436f-816b-123fd32b029f,85.6,"Unit 3695 Box 4510
DPO AE 87283",Cancelled,2021-03-30T06:07:15,2022-08-04T11:58:20
16900,34512531,06/16/2023,07/13/2023,and Sons,feb17d56-21a1-438e-a677-48e930edb28d,57.44,"23037 White Knolls
Barbaraburgh, KY 78664",Shipped,2022-08-06T04:05:52,2020-11-28T08:05:46
16901,34516941,05/23/2023,05/28/2023,Inc,480f5a3b-516d-4b7f-9482-35380776d6da,81.08,"5448 King Estates
South Wayneville, SC 48650",Delivered,2021-11-07T20:54:20,2021-10-15T21:07:40
16902,34517908,08/31/2022,09/21/2022,PLC,bd21e235-7f8a-4203-9f72-d7dcf38c8e57,63.14,"PSC 2121, Box 6251
APO AE 06173",Cancelled,2020-09-02T05:45:12,2021-11-04T23:17:58
16903,34524276,02/11/2023,03/05/2023,Group,7c18b34c-c273-4507-9466-9445dc346f66,30.04,"851 Rachel Manors Suite 592
Jamesport, NH 61714",Delivered,2022-02-02T13:43:26,2021-07-13T16:50:46
16904,34526200,12/18/2022,01/11/2023,Inc,5ec91425-05b6-4eec-97df-be5b963acb02,69.43,"028 Julie Gateway
Melissamouth, TN 43051",In Transit,2020-09-06T14:52:12,2022-11-20T01:14:14
16905,34531456,02/17/2023,03/10/2023,and Sons,c11f669f-50df-439b-a010-0d67332ee96f,12.07,"8728 Mary Squares
Washingtonville, CT 46191",Shipped,2021-05-28T11:44:47,2023-07-09T00:39:01
16906,34514120,10/26/2022,11/09/2022,PLC,3187042b-de03-4502-a377-abb814bcbc50,30.39,"06182 Victoria Turnpike Apt. 292
Cannonhaven, DE 91035",In Transit,2022-03-30T05:21:53,2020-09-20T03:16:25
16907,34527851,11/22/2022,12/04/2022,Ltd,3b23854a-8651-41c9-803e-c5fa8c014722,21.33,"4186 Morales Station
Grahamstad, CO 12025",Delivered,2022-10-01T06:52:34,2022-06-05T13:36:49
16908,34523355,09/18/2022,10/11/2022,PLC,0e71dbe9-0594-4b61-a2c2-96cbee4ec894,75.3,"396 Johnson Wall
Bowmanchester, PA 68474",Cancelled,2022-02-25T17:59:02,2022-08-02T18:00:58
16909,34530239,05/31/2023,06/28/2023,Group,74d4f2ce-fdf4-413d-91ea-7a6817b10f0d,66.84,"94284 Andrew Brook
East Rebekah, SD 69515",In Transit,2020-05-10T04:56:05,2020-06-16T19:15:33
16910,34521483,01/02/2023,01/31/2023,Group,5506b741-1297-4acf-bab1-5bee4984e279,54.24,"0116 Anita Union
West Melissa, PA 58848",In Transit,2021-12-08T06:37:03,2023-07-08T16:18:35
16911,34520924,11/06/2022,11/08/2022,Group,7a1ab74c-3e1c-4003-bb56-855778800702,89.56,"Unit 2960 Box 4097
DPO AE 35255",In Transit,2023-05-18T02:20:44,2023-03-28T11:22:23
16912,34514202,08/13/2022,09/06/2022,Inc,44176f55-eef9-4453-9f33-ab6b2cabac50,23.79,"794 Steve Land Apt. 630
East Charles, MS 42107",Shipped,2020-02-03T02:52:38,2021-01-04T11:07:34
16913,34514824,07/17/2023,08/03/2023,LLC,4726f5f0-dbb3-46ba-a1dd-3b1d2e489989,39.76,"1651 Mitchell Plain Suite 813
Ramirezborough, VI 19414",Shipped,2022-02-16T11:46:59,2020-05-16T15:05:43
16914,34520050,10/15/2022,11/03/2022,PLC,535f6882-3edb-4be3-b39b-21e0a5b0861d,90.91,"77697 Matthew Lake
New Patrick, CT 32665",Delivered,2022-06-09T07:07:39,2023-04-12T10:18:19
16915,34515126,09/08/2022,09/27/2022,and Sons,25f8734c-5a77-4847-b854-c09cb8f8289f,69.38,"654 Vanessa Throughway Apt. 532
Chandlerton, UT 06354",Shipped,2020-01-06T17:57:38,2021-01-31T04:19:18
16916,34531630,04/23/2023,05/11/2023,PLC,a99283a7-5d97-4bbb-a3b1-fb3e7702c01b,32.61,"PSC 7390, Box 1657
APO AE 51779",Delivered,2020-10-03T09:17:33,2021-03-16T13:26:48
16917,34518969,11/17/2022,12/08/2022,Group,86279631-fff6-4b2d-84e7-cfedd8bc75f7,75.25,"4983 Diane Estate Suite 791
Timothybury, MP 97910",In Transit,2020-05-06T14:46:00,2021-11-15T10:09:04
16918,34523836,01/15/2023,01/24/2023,Ltd,ed55755d-0fb5-45ae-9223-018793af179e,90.48,"9422 Julie Extension
Nataliemouth, MA 59075",Shipped,2021-05-06T23:01:17,2022-11-07T11:04:28
16919,34519010,06/19/2023,07/04/2023,Ltd,c141065a-fb9b-491d-812b-22090c5194af,88.11,"6547 Yates Canyon
East Amber, OK 72339",Delivered,2021-09-11T09:24:57,2021-12-23T11:29:43
16920,34530607,05/05/2023,05/06/2023,and Sons,2694349c-4ac4-479e-a256-0ac5436c28d3,17.96,"4749 Melissa Burgs
Stephensmouth, KS 52198",Shipped,2020-05-31T17:31:58,2021-04-04T03:56:42
16921,34519884,01/12/2023,01/21/2023,LLC,a434d9a9-5dc7-4991-81e8-bc96cead92bc,92.05,"Unit 8300 Box 3656
DPO AP 87440",Shipped,2021-09-17T04:01:52,2020-11-14T16:25:54
16922,34520584,05/28/2023,06/24/2023,Inc,1bd0fa74-cc41-4309-814c-35e9aef941d0,9.25,"4477 Bowen Fall
East Robertport, WY 20742",In Transit,2022-01-06T10:22:41,2022-09-15T12:46:59
16923,34519768,09/01/2022,09/17/2022,Ltd,c277f19f-dea6-4ac8-b4f8-0f27db2c666d,98.95,"84906 Joshua Union Suite 602
New Christytown, UT 41450",Cancelled,2020-07-02T19:42:44,2022-06-19T01:38:23
16924,34519204,09/20/2022,10/19/2022,Group,62bfd7f4-825e-468e-a88e-a1e2cac2b0c3,28.83,"51522 John Club
East Williamchester, WV 91620",In Transit,2022-10-01T20:53:47,2020-10-01T03:56:31
16925,34521348,05/05/2023,05/24/2023,Group,2efd765b-d3ba-4259-8a9d-6bee5c73f4ad,83.08,"4029 Jasmin Club Suite 881
Staceyhaven, DC 32538",Shipped,2021-05-29T19:08:24,2022-06-02T08:41:28
16926,34529236,03/11/2023,03/15/2023,Group,46bac0fd-fbdb-4570-b7ff-c600b548d420,65.05,"35307 James Island
Port Anna, GA 48000",Delivered,2023-07-22T18:03:49,2020-04-20T16:39:28
16927,34528773,03/21/2023,03/29/2023,Group,a7b52443-64f4-4771-a58c-d724735fa0ec,32.77,"47021 Gerald Lake Suite 144
Kinghaven, VT 11404",In Transit,2023-02-03T22:26:48,2020-03-04T10:36:32
16928,34520938,04/28/2023,05/01/2023,and Sons,dd50f482-5433-4e6c-8cd9-8a1d47c6ca52,49.73,"549 Thompson Burg Apt. 927
Frenchfurt, VI 85496",Shipped,2023-03-19T03:17:03,2021-02-20T19:10:58
16929,34514297,01/02/2023,01/18/2023,LLC,8e6980fb-b845-4ce4-9832-1ba10a638511,71.71,"34750 Allison Mount Suite 492
Paulashire, MP 67275",Delivered,2020-06-12T21:12:28,2023-01-31T00:00:22
16930,34527158,07/27/2023,08/09/2023,and Sons,82810c32-4f6b-42e3-ac77-58d7046a1dd8,17.07,"879 Kevin Summit
Lake Benjaminborough, NJ 51691",Cancelled,2021-04-24T00:27:59,2020-03-07T07:45:32
16931,34531521,12/02/2022,12/16/2022,and Sons,729432fb-3d99-47ec-804b-f16978afd60e,76.44,"0779 Trevor Circles Apt. 667
Port Johnburgh, AR 86129",In Transit,2020-04-28T02:09:08,2022-08-04T10:01:25
16932,34523268,11/23/2022,12/09/2022,PLC,b82d153d-f0e9-482c-8ee2-37bf29f529d3,42.37,"72778 Mark Villages Apt. 161
Nicholasbury, MI 56382",In Transit,2020-06-30T00:27:44,2021-10-14T08:09:07
16933,34527223,06/30/2023,07/01/2023,Group,ae646a87-a439-4729-bc72-c57d908d9d7d,84.41,"54900 Judith Ville
North Christopher, ID 88433",Cancelled,2022-02-12T11:23:23,2023-02-27T14:52:08
16934,34519834,03/04/2023,03/28/2023,PLC,f7caf53d-5fe2-48bb-b731-ea0548637385,40.14,"437 Thompson Heights
Kimberlyfort, AR 53155",Cancelled,2022-07-08T20:41:26,2023-07-31T20:22:03
16935,34525742,12/14/2022,12/21/2022,Group,6ee4bbe7-1fdd-4d03-92e8-fdc526291ac4,5.64,"Unit 6689 Box 6286
DPO AP 65871",Delivered,2020-02-06T02:40:59,2021-02-20T16:22:32
16936,34515172,08/09/2022,08/15/2022,Group,c3f652a3-8362-46dc-b2ad-23c95f995970,45.6,"4764 Johnson Run Apt. 542
North Rodneyhaven, GU 83785",Shipped,2020-03-06T10:20:33,2021-07-15T09:51:03
16937,34517126,11/14/2022,11/19/2022,Group,a6ff318c-ff3f-41bf-86d2-2aa1ebb41932,98.72,"236 Stewart Locks
Port Katherine, DE 38401",Cancelled,2023-02-13T12:31:54,2022-02-09T10:11:42
16938,34514418,06/21/2023,07/19/2023,and Sons,5f8370f4-dba0-44ad-bacf-8702fcaf9d0a,79.94,"39062 Gross Loaf
Morganview, VI 88864",Shipped,2020-11-23T02:07:49,2023-03-01T10:13:18
16939,34514813,05/23/2023,06/20/2023,Ltd,02c0189b-b4b7-43fb-8918-f8e3439dce1e,46.16,"3485 Phillip Cliff
Lake Zacharystad, TN 45723",Delivered,2022-06-28T17:31:40,2021-05-20T11:38:25
16940,34522367,09/24/2022,10/13/2022,PLC,245a8585-c275-4e62-bc17-4329799cb8eb,71.28,"82439 Garcia Port Apt. 974
New Jo, MT 61672",Shipped,2020-11-19T01:39:48,2021-08-17T15:51:15
16941,34522176,04/15/2023,04/30/2023,Ltd,e8e90397-80d4-471b-9f08-c802aacdbdba,77.97,"164 Fields Forges Suite 246
New Jenna, NC 81680",Shipped,2021-11-02T16:12:38,2022-09-30T22:13:12
16942,34529794,05/11/2023,06/05/2023,Inc,20dd836a-4552-4e3f-b33d-6d7f844e9492,66.87,"2224 Jacob Orchard
New Erikshire, OH 31671",Cancelled,2023-05-13T11:46:58,2021-10-13T16:47:06
16943,34522101,06/16/2023,06/26/2023,PLC,f75b31dc-f87b-4155-874c-7e4ee8cf8230,15.05,"237 Benjamin Circles Suite 035
Annetteview, LA 50293",Shipped,2022-09-26T16:39:21,2020-07-04T13:49:32
16944,34516833,01/29/2023,01/30/2023,PLC,3991460c-acb0-4ae1-836c-7c8946257465,29.04,"469 Sutton Shoal
Kimtown, PR 62614",Cancelled,2021-02-25T16:14:08,2021-01-25T10:43:45
16945,34518680,11/20/2022,11/23/2022,and Sons,358e1386-4e0e-4ba9-96af-4350ecfee156,24.02,"42617 Bradley Crossing Suite 606
North Davidport, MH 86652",Delivered,2021-05-04T07:31:59,2021-01-12T15:47:54
16946,34517750,08/30/2022,09/01/2022,Group,74f2966c-ee9a-4cca-b19a-40bb06c8aeec,96.65,"405 Theodore Street
Leonhaven, PR 45545",In Transit,2021-08-22T14:39:33,2023-03-29T11:25:59
16947,34528679,09/24/2022,10/03/2022,Inc,8dafd58a-ced5-464d-beef-b74e7c57c0b5,97.72,"6459 Jennings Shores
West Selenashire, OR 51273",Delivered,2023-07-08T19:35:11,2021-03-22T12:41:15
16948,34515250,10/16/2022,10/26/2022,Inc,d96ac1ba-6bb1-4183-92a7-a27223233670,1.64,"1007 Brady Brook Suite 862
Kennethchester, MO 17545",Cancelled,2020-12-28T20:04:24,2020-08-26T10:56:37
16949,34516199,03/05/2023,03/08/2023,and Sons,ac8d4626-80b4-41b8-ac6f-551d90f72eed,90.63,"57990 Bryan Station
North Sabrina, KY 78622",Delivered,2020-02-03T01:51:37,2020-12-10T09:55:03
16950,34517598,05/27/2023,06/04/2023,Group,c724eab6-22ff-4ac1-bde1-d58fcaf302f6,51.7,"8695 Gutierrez Circle Suite 714
North Carrie, AR 44778",Delivered,2021-07-31T01:49:01,2020-10-01T03:40:38
16951,34514546,11/28/2022,12/20/2022,LLC,888390cf-6a3a-4145-b0da-5bfefd118338,6.24,"66478 Sheena Shore Suite 787
Maryborough, AK 91036",Delivered,2023-04-13T07:47:37,2020-10-09T09:03:47
16952,34527889,11/05/2022,11/25/2022,Group,60bf46eb-2feb-4a94-980b-df579e77e1e6,83.6,"710 Chase Fork
Andrewchester, VT 30110",Delivered,2020-03-06T18:16:02,2021-10-24T12:09:34
16953,34530322,11/04/2022,11/26/2022,Ltd,3e5d94e3-052f-4858-abb0-178932f86e2b,2.17,"1939 Courtney Mill Suite 484
Baxterland, AK 73171",Cancelled,2020-07-18T04:45:29,2023-05-08T22:29:14
16954,34513093,05/22/2023,06/19/2023,and Sons,e7b958be-7f20-42cc-b852-5ad9deb26063,33.11,"768 Gomez Pass Suite 138
Goodmanview, PW 41250",In Transit,2020-07-02T01:45:05,2020-11-27T22:09:54
16955,34525296,01/23/2023,02/11/2023,Inc,98bc2333-fe99-42bf-84ff-70cd7b4e77dc,32.07,"502 Dana Ridge Apt. 685
East Stephenland, KS 15044",Shipped,2020-04-21T00:46:55,2020-11-29T14:00:45
16956,34512807,08/14/2022,09/04/2022,Group,889c0add-fe3c-46ec-9f35-7b930bb47ef4,53.54,"121 Beltran Shoals Suite 471
Laurenstad, CA 29189",Delivered,2020-06-14T10:58:08,2022-10-11T17:37:40
16957,34518968,10/06/2022,11/05/2022,Ltd,ea70dc80-f277-4089-81d2-91900b50fd1a,36.15,"PSC 7893, Box 8251
APO AE 26124",Cancelled,2021-11-15T04:31:55,2020-06-21T11:19:46
16958,34522559,03/18/2023,04/09/2023,PLC,f72d7544-9103-4793-9010-c078013956f5,7.01,"9386 Weaver Shoals Apt. 268
East Julieshire, TX 92595",Cancelled,2023-07-11T03:13:49,2023-02-17T19:23:42
16959,34523557,12/28/2022,01/04/2023,PLC,ec9e4bf1-52db-4283-8f0a-addb137ee111,26.37,"12412 Johnson Court Apt. 090
Millerhaven, MI 93176",Shipped,2020-07-13T03:06:26,2021-03-01T15:10:31
16960,34527034,06/05/2023,06/24/2023,Ltd,ea2f3880-d0d4-4eef-9943-dff220dc2c93,73.26,"523 Joseph Dale
Douglasfurt, WV 46794",Shipped,2023-03-12T08:20:23,2020-12-02T22:24:19
16961,34523526,01/21/2023,02/07/2023,Ltd,ad0e1443-77c6-453d-bc6a-dcaf403cbc68,5.87,"0322 Logan Meadow Apt. 436
Antonioberg, MN 27247",Cancelled,2021-07-10T06:52:14,2022-06-16T05:52:54
16962,34530087,10/16/2022,11/08/2022,PLC,ba967513-8e93-46f8-8b46-c4261092418b,66.92,"683 Rhonda Mountain Suite 842
Brownmouth, MD 72836",Cancelled,2021-01-01T04:30:25,2021-02-12T00:37:56
16963,34521107,10/05/2022,10/16/2022,LLC,671ab877-12a1-4d1e-8b72-0873b040f54b,54.65,"598 Bailey Cape
Jenniferton, WY 02040",Cancelled,2022-07-10T22:22:59,2023-06-24T21:40:59
16964,34520638,01/10/2023,01/30/2023,LLC,67fbc3af-d99d-4434-867b-ce82a8b5dd80,23.8,"PSC 8278, Box 9402
APO AA 14013",Delivered,2020-06-06T20:59:37,2020-11-03T09:12:33
16965,34519039,10/26/2022,11/06/2022,Inc,bf673b91-34b3-419a-a9f3-2ce511d3fd61,40.33,"1328 Travis Route Apt. 276
Rickyburgh, WV 55131",Delivered,2021-08-10T18:47:40,2020-02-27T22:54:07
16966,34518454,05/31/2023,06/21/2023,and Sons,2fd8d1c0-3129-4a71-9252-31473a9fe526,75.41,"856 Marshall Row Suite 172
South William, NE 97907",In Transit,2022-02-23T18:37:42,2022-03-02T20:49:19
16967,34515011,03/25/2023,03/27/2023,Ltd,135237dc-c38e-4ce1-a011-798f66c0caba,75.34,"50605 Mccarthy Course Suite 976
New Kayla, LA 52618",Delivered,2021-09-29T20:19:40,2023-03-07T16:13:42
16968,34517326,12/02/2022,12/10/2022,Inc,54e3a40d-7257-4380-aab9-676bcdd6b4ae,13.03,"321 John Overpass Suite 389
West Heatherville, NC 23366",Delivered,2022-05-01T10:45:21,2021-03-04T18:38:18
16969,34520601,06/30/2023,07/29/2023,Inc,55a300f3-dedf-48a3-b135-d3d2ed9af23d,32.47,"98265 Francisco Stravenue Apt. 635
North Catherinetown, DE 86972",Cancelled,2021-02-23T08:11:37,2020-02-26T16:05:32
16970,34515456,03/15/2023,03/16/2023,LLC,3ab01a65-b372-46ce-8ee6-f6e6d0d19cb5,41.69,"166 Alison Locks Apt. 599
Judithchester, KY 01144",Delivered,2021-01-06T00:00:57,2023-06-15T04:11:50
16971,34522953,03/02/2023,03/25/2023,PLC,b68693c5-45ce-44e6-8647-18d971785fe3,60.42,"1394 Cannon Manors Apt. 787
South Laurenton, KY 79981",Shipped,2021-07-13T05:51:10,2020-05-09T00:31:02
16972,34518667,06/03/2023,06/13/2023,and Sons,e04d8430-82e9-4bb9-a9fd-827badd4d329,70.15,"37641 Adam Ramp
Lake Craigbury, MP 51065",Delivered,2021-01-07T19:14:04,2020-08-15T13:14:55
16973,34519741,10/10/2022,10/30/2022,Ltd,6247edf9-db93-43e8-8560-80beebdb28b0,54.42,"246 Torres Ridge Suite 916
Roychester, AR 77322",Shipped,2022-07-02T20:52:50,2022-10-18T02:32:04
16974,34525697,12/30/2022,01/27/2023,Group,3efeaa53-c50f-46cc-b5e1-4f2229a28538,1.07,"330 Christopher Walk
Browntown, GU 62800",Shipped,2021-11-08T03:51:11,2021-03-16T07:48:41
16975,34512815,03/06/2023,03/25/2023,Group,b165028c-db4a-4975-8fc7-f8de44fe799c,7.67,"PSC 1792, Box 5551
APO AP 76662",Shipped,2023-02-10T00:40:06,2020-12-22T20:12:07
16976,34529696,02/10/2023,03/04/2023,Group,8dca39d9-5ea3-4ff5-a99d-9f9745d13a67,60.71,"561 Mark Locks
Lake Jenniferstad, MO 37393",Shipped,2020-02-13T13:36:56,2022-01-27T01:08:57
16977,34518872,10/12/2022,10/28/2022,Ltd,f406ac82-276b-4f67-a454-b66f0df0a6a9,45.09,"2298 Riley Grove Suite 803
Debbieville, ME 33542",Delivered,2023-03-19T08:02:00,2022-06-18T22:20:02
16978,34515873,03/01/2023,03/13/2023,Ltd,5af20076-183c-4c77-9999-28c119896a02,44.48,"PSC 1288, Box 9581
APO AP 81887",Shipped,2021-02-22T05:14:06,2020-12-24T13:01:32
16979,34517479,08/31/2022,09/07/2022,Inc,a753e6f8-591f-4714-8a5a-2e82cf95ad31,4.8,"976 Wells Cliff Apt. 945
Howellton, IN 68009",In Transit,2020-11-24T02:15:54,2023-05-27T09:33:59
16980,34518552,07/10/2023,07/18/2023,Group,478f623c-91d2-4e5f-9c1b-93acb0b2864a,56.53,"37367 Wilson Rue Apt. 986
Wrighthaven, RI 47830",Cancelled,2020-11-25T00:15:10,2023-06-27T06:55:57
16981,34524053,05/28/2023,06/22/2023,LLC,bdf2f4b4-4600-46df-8968-cbd98d73dcda,48.1,"214 Stewart Fort Apt. 780
Williamsport, FL 45830",Cancelled,2021-08-23T15:36:13,2022-07-08T11:25:53
16982,34512677,03/19/2023,03/24/2023,Group,cca691b7-13f9-43c7-93ae-9d053282f7d3,4.41,"15273 Jennifer Ferry
North Kaitlin, NH 33282",Cancelled,2020-09-29T06:37:50,2020-03-02T02:57:23
16983,34517422,10/27/2022,10/31/2022,and Sons,dee84d08-28a7-436c-8e04-addefb420be2,36.33,"70472 Ellis Brooks
Kimland, CA 17361",Cancelled,2022-02-18T04:41:20,2020-10-21T00:23:43
16984,34527600,04/05/2023,04/16/2023,LLC,18e1673b-f9a8-466b-8c94-947daebffe03,34.41,"076 Edward Isle
Port Jillville, OR 51655",In Transit,2022-03-27T01:45:28,2021-05-31T10:41:03
16985,34512716,09/10/2022,10/07/2022,PLC,fe104f6d-fb7b-4221-a351-328d39344d6c,92.25,"491 Jennifer Cliffs
North Robert, MP 53643",Cancelled,2020-04-05T17:36:10,2023-08-03T01:12:12
16986,34521720,04/12/2023,04/27/2023,Ltd,f12c456e-6652-4b5a-b95b-8ea48664dd45,24.49,"759 Alexis Fort Apt. 133
Brownbury, AL 83795",In Transit,2023-01-07T19:29:47,2021-09-21T13:56:09
16987,34518372,06/19/2023,07/01/2023,Group,c74da697-fab1-42e9-bc70-012dd2ddfc55,92.13,"4047 Shannon Ford
Toddside, WV 45263",In Transit,2022-01-03T00:35:55,2022-01-16T16:21:49
16988,34519411,06/03/2023,06/06/2023,Inc,c8178270-1e58-4f69-a6b2-a05ceba66050,36.38,"523 Tiffany Estates
Pughhaven, SD 40352",Delivered,2020-05-18T04:32:56,2021-07-16T21:11:06
16989,34516712,10/24/2022,11/16/2022,Inc,62e666b1-ca3d-4be5-a895-156fc18d0989,45.09,"46928 Villegas Summit Apt. 864
Port Jeffrey, WY 80675",Shipped,2020-07-06T01:13:14,2020-01-11T02:26:47
16990,34524894,12/07/2022,01/05/2023,Inc,0aae398f-7eec-47ad-ad00-e85933c8e407,14.42,"Unit 5545 Box 4744
DPO AP 03087",Cancelled,2021-05-16T00:38:41,2022-12-11T02:20:24
16991,34524808,01/03/2023,01/12/2023,Inc,c50f7cde-0c69-4d96-a2b6-8fc90e5b6ad3,45,"Unit 3372 Box 1018
DPO AP 07119",Delivered,2021-09-28T07:34:22,2022-12-26T02:28:40
16992,34522146,07/17/2023,07/26/2023,and Sons,733d468e-5a05-491b-a1b5-bc9764ded9c7,95.68,"9257 Justin Lane
South Benjamin, VT 25827",Shipped,2021-05-21T12:35:00,2022-04-03T23:36:46
16993,34527512,02/27/2023,03/26/2023,Ltd,1c63c7f0-9dbd-4fe5-8b85-488bc2f59ae4,2.22,"14162 Payne Lock
West Terri, ID 95182",Cancelled,2020-04-09T21:36:07,2020-03-15T05:22:26
16994,34513259,05/25/2023,06/07/2023,Group,b4bb0f61-d794-4508-b894-d3ec18196cba,60.53,"9542 Steven Throughway Apt. 700
North Michaelshire, KY 94797",Cancelled,2023-03-18T02:03:57,2022-04-16T04:09:53
16995,34529840,06/08/2023,06/12/2023,Ltd,40c1b3ee-a880-4302-9da7-633e486ac537,56.69,"80702 Roberson Squares
New Anthony, AS 49151",Delivered,2021-11-30T21:09:15,2023-06-19T10:13:57
16996,34531341,03/06/2023,04/05/2023,PLC,232e1232-5bf8-4b69-a813-733a3616eed1,41.29,"342 Harvey Club
New Seanstad, CO 87090",Cancelled,2022-03-16T14:06:55,2023-03-27T06:51:25
16997,34526127,08/16/2022,08/28/2022,Inc,f7fbb79f-dde9-4549-a306-819b43e86249,65.22,"1710 Hensley Pine Apt. 020
Stricklandchester, CA 79143",Cancelled,2021-07-29T06:34:41,2021-08-10T01:02:49
16998,34523767,07/21/2023,08/03/2023,LLC,8c72f95e-234a-4d0e-a7fb-161782adb90e,59.36,"248 Perez Haven Apt. 449
New Dawnborough, KS 42486",In Transit,2023-02-05T23:28:11,2021-02-10T00:23:20
16999,34526527,04/23/2023,05/13/2023,Ltd,9e565cf7-1f28-44a7-937a-14ac529bb611,42.99,"27260 Jacqueline Squares
Taraview, MI 62145",In Transit,2020-06-06T08:59:41,2022-07-29T22:40:24
17000,34513100,06/18/2023,06/20/2023,Inc,e9fbb5ff-c91d-4f5e-98cf-940f02f21e22,34.81,"97768 Ramos Shores
Lake Douglasstad, AZ 45695",Cancelled,2021-05-26T09:02:44,2020-12-21T02:11:46
17001,34519796,08/14/2022,08/27/2022,PLC,0fbd8566-d772-487e-9671-cda98710d96a,79.19,"158 William Court
Collinsberg, WY 64619",Delivered,2022-01-15T12:49:11,2021-11-21T06:01:52
17002,34512956,09/22/2022,09/23/2022,Inc,057b71c1-ec68-4233-839f-ff36c39975fe,13.99,"025 Oliver Knolls Suite 920
Hamiltonview, UT 74121",In Transit,2022-09-10T18:52:42,2020-05-24T16:41:03
17003,34524321,12/01/2022,12/26/2022,Inc,2d07ef7a-797e-43da-b5aa-b36208b05ea0,98.75,"38761 Smith Mount Apt. 600
Tuckerton, WI 16433",Delivered,2020-09-07T09:09:15,2023-04-09T11:24:44
